tgl_transaksi,bulan,kode_cabang,nama_cabang,kode_produk,nama_produk,nama_kategori,jumlah_pembelian,nama_kota,kode_propinsi,nama_propinsi,keuntungan
17/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000026,minuman probiotik,Makanan & Minuman,5,Makassar,P26,Sulawesi Selatan,150
17/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000018,jus kesehatan 600 ml,Makanan & Minuman,17,Makassar,P26,Sulawesi Selatan,4760
17/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000017,air mineral 600 ml,Makanan & Minuman,6,Makassar,P26,Sulawesi Selatan,180
18/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000023,markisa 600 ml,Makanan & Minuman,15,Makassar,P26,Sulawesi Selatan,6450
18/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000009,rambutan 1 kg,Buah & Sayur,22,Makassar,P26,Sulawesi Selatan,2420
18/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000006,kentang 1 kg,Buah & Sayur,11,Makassar,P26,Sulawesi Selatan,3630
18/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000026,minuman probiotik,Makanan & Minuman,17,Makassar,P26,Sulawesi Selatan,510
18/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000031,termometer mini 1 buah,Obat & Alat Medis,15,Jakarta Pusat,P32,DKI Jakarta,15150
18/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000017,air mineral 600 ml,Makanan & Minuman,11,Jakarta Pusat,P32,DKI Jakarta,330
18/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000024,bumbu fried chicken,Makanan & Minuman,20,Jakarta Pusat,P32,DKI Jakarta,8200
18/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000026,minuman probiotik,Makanan & Minuman,21,Surabaya,P10,Jawa Timur,630
18/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000028,paracetamol 1 pak,Obat & Alat Medis,5,Surabaya,P10,Jawa Timur,4350
18/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000004,kacang panjang 1 kg,Buah & Sayur,14,Surabaya,P10,Jawa Timur,4760
19/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000021,kacang goreng 1 kg,Makanan & Minuman,4,Surabaya,P10,Jawa Timur,1560
19/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000001,bawang merah 1kg,Buah & Sayur,18,Surabaya,P10,Jawa Timur,7380
19/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000035,hand sanitizer,Obat & Alat Medis,13,Surabaya,P10,Jawa Timur,4420
19/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000016,mie instant 1 kotak (40 bungkus),Makanan & Minuman,4,Surabaya,P10,Jawa Timur,18920
19/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000009,rambutan 1 kg,Buah & Sayur,11,Makassar,P26,Sulawesi Selatan,1210
19/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000039,masker hijab 1 pak,Obat & Alat Medis,15,Makassar,P26,Sulawesi Selatan,2700
19/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000020,snack gurih 1 ons,Makanan & Minuman,6,Makassar,P26,Sulawesi Selatan,1080
19/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000022,kacang mete 1 kg,Makanan & Minuman,6,Jakarta Pusat,P32,DKI Jakarta,12720
19/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000016,mie instant 1 kotak (40 bungkus),Makanan & Minuman,19,Jakarta Pusat,P32,DKI Jakarta,89870
19/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000014,telur ayam ras 1 kg,Makanan & Minuman,10,Jakarta Pusat,P32,DKI Jakarta,4000
20/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000031,termometer mini 1 buah,Obat & Alat Medis,13,Jakarta Pusat,P32,DKI Jakarta,13130
20/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000021,kacang goreng 1 kg,Makanan & Minuman,16,Jakarta Pusat,P32,DKI Jakarta,6240
20/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000041,oksigen medis,Obat & Alat Medis,15,Jakarta Pusat,P32,DKI Jakarta,7800
20/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000016,mie instant 1 kotak (40 bungkus),Makanan & Minuman,11,Jakarta Pusat,P32,DKI Jakarta,52030
20/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000012,wortel 1 kg,Buah & Sayur,16,Surabaya,P10,Jawa Timur,2560
20/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000030,obat batuk sirup,Obat & Alat Medis,9,Surabaya,P10,Jawa Timur,1080
20/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000041,oksigen medis,Obat & Alat Medis,17,Surabaya,P10,Jawa Timur,8840
20/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000013,susu kotak (800 ml),Makanan & Minuman,3,Makassar,P26,Sulawesi Selatan,1620
20/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000039,masker hijab 1 pak,Obat & Alat Medis,15,Makassar,P26,Sulawesi Selatan,2700
20/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000037,alkohol,Obat & Alat Medis,20,Makassar,P26,Sulawesi Selatan,4600
21/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000028,paracetamol 1 pak,Obat & Alat Medis,19,Makassar,P26,Sulawesi Selatan,16530
21/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000010,salak 1 kg,Buah & Sayur,13,Makassar,P26,Sulawesi Selatan,390
21/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000032,tissue wajah 1 pak,Obat & Alat Medis,11,Makassar,P26,Sulawesi Selatan,2090
21/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000022,kacang mete 1 kg,Makanan & Minuman,21,Makassar,P26,Sulawesi Selatan,44520
21/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000012,wortel 1 kg,Buah & Sayur,13,Jakarta Pusat,P32,DKI Jakarta,2080
21/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000006,kentang 1 kg,Buah & Sayur,19,Jakarta Pusat,P32,DKI Jakarta,6270
21/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000003,buncis 1 kg,Buah & Sayur,19,Jakarta Pusat,P32,DKI Jakarta,4370
21/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000009,rambutan 1 kg,Buah & Sayur,10,Surabaya,P10,Jawa Timur,1100
21/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000004,kacang panjang 1 kg,Buah & Sayur,19,Surabaya,P10,Jawa Timur,6460
21/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000033,pulse oximeter 1 buah,Obat & Alat Medis,13,Surabaya,P10,Jawa Timur,9100
22/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000035,hand sanitizer,Obat & Alat Medis,18,Surabaya,P10,Jawa Timur,6120
22/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000010,salak 1 kg,Buah & Sayur,13,Surabaya,P10,Jawa Timur,390
22/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000005,kacang hijau 1 kg,Buah & Sayur,13,Surabaya,P10,Jawa Timur,4420
22/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000022,kacang mete 1 kg,Makanan & Minuman,9,Surabaya,P10,Jawa Timur,19080
22/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000020,snack gurih 1 ons,Makanan & Minuman,11,Makassar,P26,Sulawesi Selatan,1980
22/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000013,susu kotak (800 ml),Makanan & Minuman,16,Makassar,P26,Sulawesi Selatan,8640
22/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000026,minuman probiotik,Makanan & Minuman,20,Makassar,P26,Sulawesi Selatan,600
22/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000028,paracetamol 1 pak,Obat & Alat Medis,9,Jakarta Pusat,P32,DKI Jakarta,7830
22/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000007,ketimun 1 kg,Buah & Sayur,16,Jakarta Pusat,P32,DKI Jakarta,2880
22/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000026,minuman probiotik,Makanan & Minuman,22,Jakarta Pusat,P32,DKI Jakarta,660
23/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000037,alkohol,Obat & Alat Medis,6,Jakarta Pusat,P32,DKI Jakarta,1380
23/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000012,wortel 1 kg,Buah & Sayur,14,Jakarta Pusat,P32,DKI Jakarta,2240
23/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000019,nasi goreng instant (1 ons),Makanan & Minuman,11,Jakarta Pusat,P32,DKI Jakarta,2200
23/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000033,pulse oximeter 1 buah,Obat & Alat Medis,19,Surabaya,P10,Jawa Timur,13300
23/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000032,tissue wajah 1 pak,Obat & Alat Medis,19,Surabaya,P10,Jawa Timur,3610
23/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000005,kacang hijau 1 kg,Buah & Sayur,13,Surabaya,P10,Jawa Timur,4420
23/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000025,susu kotak 1 l,Makanan & Minuman,7,Surabaya,P10,Jawa Timur,3290
23/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000025,susu kotak 1 l,Makanan & Minuman,22,Makassar,P26,Sulawesi Selatan,10340
23/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000038,suplemen daya tahan tubuh,Obat & Alat Medis,16,Makassar,P26,Sulawesi Selatan,3520
23/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000005,kacang hijau 1 kg,Buah & Sayur,8,Makassar,P26,Sulawesi Selatan,2720
24/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000008,pisang 1 sisir,Buah & Sayur,15,Makassar,P26,Sulawesi Selatan,900
24/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000035,hand sanitizer,Obat & Alat Medis,5,Makassar,P26,Sulawesi Selatan,1700
24/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000033,pulse oximeter 1 buah,Obat & Alat Medis,18,Makassar,P26,Sulawesi Selatan,12600
24/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000038,suplemen daya tahan tubuh,Obat & Alat Medis,4,Jakarta Pusat,P32,DKI Jakarta,880
24/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000006,kentang 1 kg,Buah & Sayur,19,Jakarta Pusat,P32,DKI Jakarta,6270
24/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000021,kacang goreng 1 kg,Makanan & Minuman,16,Jakarta Pusat,P32,DKI Jakarta,6240
24/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000025,susu kotak 1 l,Makanan & Minuman,18,Jakarta Pusat,P32,DKI Jakarta,8460
24/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000005,kacang hijau 1 kg,Buah & Sayur,9,Surabaya,P10,Jawa Timur,3060
24/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000041,oksigen medis,Obat & Alat Medis,15,Surabaya,P10,Jawa Timur,7800
24/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000036,nebulizer mini 1 buah,Obat & Alat Medis,7,Surabaya,P10,Jawa Timur,4480
25/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000001,bawang merah 1kg,Buah & Sayur,22,Surabaya,P10,Jawa Timur,9020
25/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000003,buncis 1 kg,Buah & Sayur,17,Surabaya,P10,Jawa Timur,3910
25/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000041,oksigen medis,Obat & Alat Medis,12,Surabaya,P10,Jawa Timur,6240
25/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000032,tissue wajah 1 pak,Obat & Alat Medis,19,Makassar,P26,Sulawesi Selatan,3610
25/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000021,kacang goreng 1 kg,Makanan & Minuman,4,Makassar,P26,Sulawesi Selatan,1560
25/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000034,tissue alkohol 1 pak,Obat & Alat Medis,12,Makassar,P26,Sulawesi Selatan,10560
25/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000031,termometer mini 1 buah,Obat & Alat Medis,13,Makassar,P26,Sulawesi Selatan,13130
25/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000024,bumbu fried chicken,Makanan & Minuman,9,Jakarta Pusat,P32,DKI Jakarta,3690
25/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000014,telur ayam ras 1 kg,Makanan & Minuman,9,Jakarta Pusat,P32,DKI Jakarta,3600
25/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000031,termometer mini 1 buah,Obat & Alat Medis,20,Jakarta Pusat,P32,DKI Jakarta,20200
26/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000018,jus kesehatan 600 ml,Makanan & Minuman,21,Jakarta Pusat,P32,DKI Jakarta,5880
26/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000031,termometer mini 1 buah,Obat & Alat Medis,14,Jakarta Pusat,P32,DKI Jakarta,14140
26/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000041,oksigen medis,Obat & Alat Medis,18,Jakarta Pusat,P32,DKI Jakarta,9360
26/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000005,kacang hijau 1 kg,Buah & Sayur,7,Surabaya,P10,Jawa Timur,2380
26/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000019,nasi goreng instant (1 ons),Makanan & Minuman,22,Surabaya,P10,Jawa Timur,4400
26/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000038,suplemen daya tahan tubuh,Obat & Alat Medis,11,Surabaya,P10,Jawa Timur,2420
26/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000039,masker hijab 1 pak,Obat & Alat Medis,7,Surabaya,P10,Jawa Timur,1260
26/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000015,telur ayam kampung 1 kg,Makanan & Minuman,7,Makassar,P26,Sulawesi Selatan,6510
26/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000034,tissue alkohol 1 pak,Obat & Alat Medis,11,Makassar,P26,Sulawesi Selatan,9680
26/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000033,pulse oximeter 1 buah,Obat & Alat Medis,7,Makassar,P26,Sulawesi Selatan,4900
27/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000011,semangka 1 buah,Buah & Sayur,7,Makassar,P26,Sulawesi Selatan,210
27/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000041,oksigen medis,Obat & Alat Medis,13,Makassar,P26,Sulawesi Selatan,6760
27/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000007,ketimun 1 kg,Buah & Sayur,6,Makassar,P26,Sulawesi Selatan,1080
27/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000013,susu kotak (800 ml),Makanan & Minuman,15,Jakarta Pusat,P32,DKI Jakarta,8100
27/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000017,air mineral 600 ml,Makanan & Minuman,16,Jakarta Pusat,P32,DKI Jakarta,480
27/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000008,pisang 1 sisir,Buah & Sayur,7,Jakarta Pusat,P32,DKI Jakarta,420
27/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000019,nasi goreng instant (1 ons),Makanan & Minuman,18,Jakarta Pusat,P32,DKI Jakarta,3600
27/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000032,tissue wajah 1 pak,Obat & Alat Medis,14,Surabaya,P10,Jawa Timur,2660
27/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000035,hand sanitizer,Obat & Alat Medis,4,Surabaya,P10,Jawa Timur,1360
27/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000005,kacang hijau 1 kg,Buah & Sayur,8,Surabaya,P10,Jawa Timur,2720
28/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000039,masker hijab 1 pak,Obat & Alat Medis,7,Surabaya,P10,Jawa Timur,1260
28/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000023,markisa 600 ml,Makanan & Minuman,3,Surabaya,P10,Jawa Timur,1290
28/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000015,telur ayam kampung 1 kg,Makanan & Minuman,10,Surabaya,P10,Jawa Timur,9300
28/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000018,jus kesehatan 600 ml,Makanan & Minuman,7,Makassar,P26,Sulawesi Selatan,1960
28/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000019,nasi goreng instant (1 ons),Makanan & Minuman,10,Makassar,P26,Sulawesi Selatan,2000
28/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000028,paracetamol 1 pak,Obat & Alat Medis,22,Makassar,P26,Sulawesi Selatan,19140
28/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000001,bawang merah 1kg,Buah & Sayur,17,Makassar,P26,Sulawesi Selatan,6970
28/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000013,susu kotak (800 ml),Makanan & Minuman,8,Jakarta Pusat,P32,DKI Jakarta,4320
28/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000007,ketimun 1 kg,Buah & Sayur,12,Jakarta Pusat,P32,DKI Jakarta,2160
28/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000030,obat batuk sirup,Obat & Alat Medis,4,Jakarta Pusat,P32,DKI Jakarta,480
29/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000016,mie instant 1 kotak (40 bungkus),Makanan & Minuman,18,Jakarta Pusat,P32,DKI Jakarta,85140
29/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000015,telur ayam kampung 1 kg,Makanan & Minuman,11,Jakarta Pusat,P32,DKI Jakarta,10230
29/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000003,buncis 1 kg,Buah & Sayur,7,Jakarta Pusat,P32,DKI Jakarta,1610
29/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000002,bawang putih 1 kg,Buah & Sayur,16,Surabaya,P10,Jawa Timur,2720
29/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000015,telur ayam kampung 1 kg,Makanan & Minuman,9,Surabaya,P10,Jawa Timur,8370
29/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000001,bawang merah 1kg,Buah & Sayur,4,Surabaya,P10,Jawa Timur,1640
29/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000008,pisang 1 sisir,Buah & Sayur,6,Surabaya,P10,Jawa Timur,360
29/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000041,oksigen medis,Obat & Alat Medis,9,Makassar,P26,Sulawesi Selatan,4680
29/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000007,ketimun 1 kg,Buah & Sayur,5,Makassar,P26,Sulawesi Selatan,900
29/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000013,susu kotak (800 ml),Makanan & Minuman,21,Makassar,P26,Sulawesi Selatan,11340
30/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000010,salak 1 kg,Buah & Sayur,16,Makassar,P26,Sulawesi Selatan,480
30/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000011,semangka 1 buah,Buah & Sayur,11,Makassar,P26,Sulawesi Selatan,330
30/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000024,bumbu fried chicken,Makanan & Minuman,20,Makassar,P26,Sulawesi Selatan,8200
30/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000022,kacang mete 1 kg,Makanan & Minuman,8,Jakarta Pusat,P32,DKI Jakarta,16960
30/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000030,obat batuk sirup,Obat & Alat Medis,16,Jakarta Pusat,P32,DKI Jakarta,1920
30/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000001,bawang merah 1kg,Buah & Sayur,22,Jakarta Pusat,P32,DKI Jakarta,9020
30/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000025,susu kotak 1 l,Makanan & Minuman,15,Jakarta Pusat,P32,DKI Jakarta,7050
30/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000025,susu kotak 1 l,Makanan & Minuman,3,Surabaya,P10,Jawa Timur,1410
30/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000018,jus kesehatan 600 ml,Makanan & Minuman,19,Surabaya,P10,Jawa Timur,5320
30/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000008,pisang 1 sisir,Buah & Sayur,5,Surabaya,P10,Jawa Timur,300
31/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000028,paracetamol 1 pak,Obat & Alat Medis,22,Surabaya,P10,Jawa Timur,19140
31/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000029,permen herbal 1 pak,Obat & Alat Medis,15,Surabaya,P10,Jawa Timur,2550
31/07/2020 0:00,7,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000009,rambutan 1 kg,Buah & Sayur,18,Surabaya,P10,Jawa Timur,1980
31/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000033,pulse oximeter 1 buah,Obat & Alat Medis,10,Makassar,P26,Sulawesi Selatan,7000
31/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000005,kacang hijau 1 kg,Buah & Sayur,21,Makassar,P26,Sulawesi Selatan,7140
31/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000005,kacang hijau 1 kg,Buah & Sayur,5,Makassar,P26,Sulawesi Selatan,1700
31/07/2020 0:00,7,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000005,kacang hijau 1 kg,Buah & Sayur,22,Makassar,P26,Sulawesi Selatan,7480
31/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000034,tissue alkohol 1 pak,Obat & Alat Medis,11,Jakarta Pusat,P32,DKI Jakarta,9680
31/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000031,termometer mini 1 buah,Obat & Alat Medis,22,Jakarta Pusat,P32,DKI Jakarta,22220
31/07/2020 0:00,7,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000016,mie instant 1 kotak (40 bungkus),Makanan & Minuman,14,Jakarta Pusat,P32,DKI Jakarta,66220
01/08/2020 0:00,8,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000025,susu kotak 1 l,Makanan & Minuman,14,Jakarta Pusat,P32,DKI Jakarta,6580
01/08/2020 0:00,8,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000007,ketimun 1 kg,Buah & Sayur,18,Jakarta Pusat,P32,DKI Jakarta,3240
01/08/2020 0:00,8,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000024,bumbu fried chicken,Makanan & Minuman,7,Jakarta Pusat,P32,DKI Jakarta,2870
01/08/2020 0:00,8,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000012,wortel 1 kg,Buah & Sayur,5,Jakarta Pusat,P32,DKI Jakarta,800
01/08/2020 0:00,8,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000016,mie instant 1 kotak (40 bungkus),Makanan & Minuman,22,Surabaya,P10,Jawa Timur,104060
01/08/2020 0:00,8,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000036,nebulizer mini 1 buah,Obat & Alat Medis,15,Surabaya,P10,Jawa Timur,9600
01/08/2020 0:00,8,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000015,telur ayam kampung 1 kg,Makanan & Minuman,18,Surabaya,P10,Jawa Timur,16740
01/08/2020 0:00,8,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000008,pisang 1 sisir,Buah & Sayur,14,Makassar,P26,Sulawesi Selatan,840
01/08/2020 0:00,8,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000030,obat batuk sirup,Obat & Alat Medis,18,Makassar,P26,Sulawesi Selatan,2160
